label,value
Jun-16,0.9
Jul-16,0.5
Aug-16,0.4
Sep-16,0.5
Oct-16,0.2
Nov-16,0.4
Dec-16,0.3
Jan-17,0.4
Feb-17,0.2
Mar-17,0.4
Apr-17,0.3
May-17,0
Jun-17,0.7
Jul-17,
